EIN,NAME,ICO,STREET,RAW STREET,CITY,STATE,ZIP,Latitude,Longitude,Accuracy Score,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
800358382,SALVATION AND RESTORATION MISSIONARY BAPTIST CHURCH,% JEAN MATTHEWS,1219 WALKER AVE,,BALTIMORE,MD,21239-1741,39.370844,-76.593415,1,3220,3,9,1200,198511,1,16,000000000,1,1,201906,4,3,1,0,6,129087,50284,46962,S81C,GFWC MARYLAND FEDERATION OF WC INC
800361606,WHEELS FOR PROSTATE CANCER RESEARCH INC,% WFPCR,65086,,BALTIMORE,MD,21209-0000,39.373191,-76.670003,0.33,0,7,3,1000,194509,2,0,000000000,1,1,201812,4,4,1,0,12,349044,119728,119728,,
800375663,TRIUMPH COMMUNITY CHURCH,% MICHAEL C FRANKLIN,425 W MONUMENT ST,,BALTIMORE,MD,21201-0000,39.297331,-76.622157,1,0,92,3,1000,197307,0,0,000000000,2,12,201806,6,4,0,1,6,1712560,147456,0,,
800420227,GRAY MANOR & NORTHSHIRE COMMUNITY ASSOCIATION,% LINDA GOSSMAN,218 PINEWOOD RD,,BALTIMORE,MD,21222-2344,39.275416,-76.492535,1,0,3,1,1000,194106,1,16,000000000,1,1,201806,9,8,1,0,6,345434815,43013361,42989479,T700,
800438372,HEART OF WORSHIP AND PRAISE MINISTRIES INC,% ELDER SIMON LAWSON JR,3 WOODSHIRE CT,,BALTIMORE,MD,21244-0000,39.355854,-76.774308,1,928,3,9,1270,194603,1,10,000000000,1,1,,0,0,6,0,6,0,0,0,,
800448199,NEW BIRTH CHURCH OF CHRIST,% CURTIS WITHERSPOON SR,4112 GLENARM AVE,,BALTIMORE,MD,21206-2528,39.345889,-76.541607,1,0,3,3,1000,194802,1,4,000000000,1,1,201812,7,4,0,1,12,5913144,387051,0,,
800456657,LOCKLEY-HAYES FAMILY REUNION INC,% WILLIAM E HAYES JR,2518 ARUNAH AVE,,BALTIMORE,MD,21216-4825,39.295688,-76.657045,1,0,3,3,1000,197006,1,17,000000000,1,1,201812,8,6,1,0,12,10247144,4069655,911352,,
800490310,POLY PARENT FACULTY ASSOCIATION INC,% BALTIMORE POLYTECHNIC INSTITUTE,1400 W COLD SPRING LN,,BALTIMORE,MD,21209-4904,39.345273,-76.644517,0.9,0,3,3,1000,193708,1,17,000000000,1,1,201806,8,0,2,0,6,29931977,0,0,E24I,FOUNDED BY MARY F JACOBS INC
800497235,SAINT MICHAEL SPIRITUAL BAPTISTE CHURCH INC,% CHARMAIN P LEOPOLD,804 E 41ST ST,,BALTIMORE,MD,21218-1216,39.339963,-76.604632,1,0,3,3,1000,196103,1,4,000000000,1,1,201812,6,5,0,1,12,2032910,553309,0,,
800497502,KNIGHT COUNSELING AND SPIRITUAL DIRECTION INC,% JOHN KNIGHT,1808 BRIARCLIFF RD,,BALTIMORE,MD,21234-3810,39.386655,-76.557416,1,0,3,3,1000,195106,1,17,000000000,1,1,201812,8,6,1,0,12,12391480,3652634,1023352,E120,
800501180,DR BETTY ANNE HILTON FOUNDATION INC,,1401 EDMONDSON AVE APT 213,,BALTIMORE,MD,21223-1263,39.29494,-76.64052,1,0,3,3,1000,194504,1,4,000000000,1,1,201812,6,6,0,1,12,2028274,1069650,0,,
800553170,C & C VENTURES INC,% STEVE IANNELLI,3203 N CHARLES ST APT 104,,BALTIMORE,MD,21218-3313,39.327179,-76.617102,1,0,3,3,1000,196007,1,4,000000000,1,1,201902,6,5,0,1,2,2537162,605088,0,,
800557987,EAGLES NEST OUTREACH CENTER INC,,701 E 25TH ST,,BALTIMORE,MD,21218-5437,39.318064,-76.604036,1,0,3,3,3000,196111,1,15,000000000,1,1,201806,7,6,1,0,6,9632754,1823467,1559313,A82Z,
800562379,WAVERLY MAIN STREET INC,% G LIFSON TREASURER,3302B GREENMOUNT AVE,,BALTIMORE,MD,21218-2838,39.328662,-76.609928,1,0,3,3,1000,194006,1,4,000000000,1,1,201812,6,5,0,1,12,1254780,751262,0,,
800581094,DIVINE INTERVENTION MISSIONARY MINISTRY,,5624 LEIDEN RD,,BALTIMORE,MD,21206-2913,39.334574,-76.5279,1,0,3,3,1000,194907,1,4,000000000,1,1,201812,5,4,0,1,12,639757,207107,0,,
800586040,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,% TRACY MATHEWS,200 HAMMONDS LN,,BALTIMORE,MD,21225-3634,39.216294,-76.619857,1,0,3,3,1000,196111,1,4,059035000,1,1,201812,4,3,0,1,12,319891,36425,0,,
800597268,ACE MENTOR PROGRAM OF ANNAPOLIS,% GREGORY DUNKLE,1215 E FORT AVE,,BALTIMORE,MD,21230-5276,39.268918,-76.597726,1,0,3,3,1000,196902,1,4,000000000,1,1,201612,6,3,0,1,12,1244448,48116,0,,
800597344,MOBILE MINISTRIES INC,% MICHELLE M RANDALL,PO BOX 7663,,,,,0,0,0,820,3,9,2000,194505,1,16,000000000,1,1,201812,0,0,2,0,12,0,0,0,,6691501 BGE TOASTMASTERS
800615473,MORGAN STATE UNIVERSITY ALUMNI ASSOCIATION INCORPORATED,% DR KEVIN DANIELS,4915 LASALLE AVE,,BALTIMORE,MD,21206-4323,39.33064,-76.542063,1,0,3,3,1000,195607,1,4,000000000,1,1,201904,5,4,0,1,4,869039,488901,0,,
800651580,BALTIMORE FASHION ALLIANCE LTD,% CHRISTOPHER SCHAFER,1400 ALICEANNA STREET,,BALTIMORE,MD,21231-2857,39.283612,-76.597705,1,0,3,3,1000,195103,1,4,000000000,1,1,201811,5,4,0,1,11,802221,181349,0,,
800670575,FRIENDS OF MOTHERS GARDEN,,2705 ST LO DRIVE,,BALTIMORE,MD,21213-0000,39.31615,-76.589669,1,0,3,3,1000,195409,1,4,000000000,1,1,201812,8,7,0,1,12,45605541,6328683,0,,
800672099,NEW GREENMOUNT WEST COMMUNITY ASSOCIATION,,1634 GUILFORD AVE,,BALTIMORE,MD,21202-2823,39.30822,-76.612378,1,0,3,3,1000,195503,1,4,000000000,1,1,201712,9,9,0,1,12,344552072,54384441,0,,
800722964,KENWOOD HIGH SCHOOL ATHLETE BOOSTER CLUB,% ATHLETIC DEPARTMENT,501 STEMMERS RUN RD,,BALTIMORE,MD,21221-3333,39.325325,-76.464352,1,928,3,9,7000,194603,1,10,000000000,5,1,201806,0,0,6,0,6,0,0,0,,
800728893,BON SECOURS BALTIMORE HEALTH CORPORATION,% NATALIE B SHERMAN,2000 W BALTIMORE ST,,BALTIMORE,MD,21223-1558,39.288332,-76.64912,1,0,3,3,8000,194404,1,4,031150120,1,1,201812,5,4,0,1,12,678245,262625,0,,
800771373,HIGH ROCK MISSIONARY BAPTIST CHURCH,% ELEICER W WEBB,3345 W GARRISON AVE,,BALTIMORE,MD,21215-5827,39.345788,-76.675828,1,0,3,3,1000,195502,1,4,000000000,1,1,201808,5,4,0,1,8,641828,224513,0,,
800783558,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,% MONARCH PTA,2525 KIRK AVE,,BALTIMORE,MD,21218-4827,39.318936,-76.600205,1,0,3,3,1000,195905,1,4,059035000,1,1,201812,9,8,0,1,12,116569444,27659942,0,,
800784595,MARYLAND SMART METER AWARENESS,% JONATHAN LIBBER,2513 HAL CIR,,BALTIMORE,MD,21209-2621,39.372682,-76.680925,1,0,3,3,1000,195907,1,4,000000000,1,1,201712,6,6,0,1,12,2226069,3185902,0,,
800794208,GREATER EMMANUEL MINISTRIES CHURCH OF GOD IN CHRIST,% BISHOP JOEL H LYLES JR,4839 HAZELWOOD AVE,,BALTIMORE,MD,21206-2209,39.341294,-76.530532,1,0,3,3,1000,196108,1,4,001000000,1,1,201712,8,6,0,1,12,30219118,4875951,0,,
800828948,LAUNCHING TOWARDS SUCCESS,% PAULETTE CARPENTER,5416 BIDDISON AVE,,BALTIMORE,MD,21206-3554,39.344211,-76.552603,1,0,9,3,1000,198307,2,0,000000000,1,1,201812,8,6,1,0,12,10344897,4890427,4890427,,
800857679,ZOTUNG BAPTIST CHURCH,% REV TINPAUL KAWBAWI,4418 HILLSIDE AVE,,BALTIMORE,MD,21229-5306,39.263222,-76.692204,1,0,9,3,1000,199206,2,0,029002000,2,1,201812,8,8,1,0,12,30185205,36255787,13007822,,37
800860784,CHILDREN OVERCOMING OBSTACLES IN LIFE INC,% NOELLE JOHNSON,4316 SEIDEL AVE,,BALTIMORE,MD,21206-6429,39.328516,-76.560819,1,0,3,3,1000,195801,1,4,000000000,1,1,201906,7,5,0,1,6,7131932,852791,0,,
800893002,AMATEUR ATHLETIC UNION OF THE UNITED STATES,% KEVIN ESTEP,3800 SINCLAIR LN,,BALTIMORE,MD,21213-2142,39.31395,-76.563428,1,0,3,3,7000,195710,1,10,000000000,1,1,,0,0,6,0,12,0,0,0,,
800914546,CURTIS BAY ATHLETIC ASSOCIATION INC,% RICHARD R WATTS,1603 CEDDOX ST,,BALTIMORE,MD,21226-1414,39.220998,-76.587768,1,0,3,3,1000,195009,1,4,000000000,1,1,201902,6,4,0,1,2,2014514,185457,0,,
800955510,MOUNT ROYAL COMMUNITY DEVELOPMENT CORPORATION,% DALE TERRILL,2243 EUTAW PL,,BALTIMORE,MD,21217-3903,39.311739,-76.634743,1,160,5,9,3000,194010,2,0,000000000,5,1,201812,4,6,1,0,12,267597,1309854,1293436,,L0734 BALTIMORE
810570492,ACCTION INC,% GABRIEL M JIABANA,1924 ELLINWOOD RD,,BALTIMORE,MD,21237-1914,39.340423,-76.508842,1,0,3,3,1000,192607,1,17,000000000,1,1,201809,7,6,1,0,9,9335469,2829523,1156591,P74Z,
810596405,BALTIMORE URBAN DEBATE LEAGUE INC,,2601 N HOWARD ST STE 150,,BALTIMORE,MD,21218-4964,39.319729,-76.619438,1,1050,3,9,1200,194907,1,16,000000000,5,1,201811,0,0,2,0,11,0,0,0,,GENERAL SMALLWOOD DAR
810605995,STRAIT GATE APOSTOLIC CHURCH,% KEVIN L FOXX,4307 BARRINGTON RD,,BALTIMORE,MD,21229-4731,39.26967,-76.693886,1,0,3,3,7000,196609,1,10,000000000,1,1,,0,0,6,0,12,0,0,0,,
810733140,GREEN SCHOOL OF BALTIMORE PARENT TEACHER ORGANIZATION INC,% PTO TREASURER,2851 KENTUCKY AVE,,BALTIMORE,MD,21213-1215,39.324311,-76.571773,1,0,3,3,1000,195405,1,4,000000000,1,1,201812,4,4,0,1,12,421804,170312,0,,
810741104,HARFORD OUTREACH MINISTRIES INCORPORATED,,2128 HARFORD RD,,BALTIMORE,MD,21218-6231,39.314805,-76.597725,1,1050,3,9,1200,194404,1,16,000000000,1,1,201812,6,4,1,0,12,1001762,336641,138742,A800,MARYLAND STATE SOCIETY DAR
810741204,A TOUCH OF MERCY COMMUNITY SERVICES,% KIM BRYANT,3206 BLUE HILL RD,,BALTIMORE,MD,21207-5631,39.33842,-76.73179,1,1438,6,9,2000,195812,2,0,000000000,5,1,,3,3,2,0,6,0,0,0,,14
810746539,FAZLI OMAR CENTER,,4406 GARRISON BLVD,,BALTIMORE,MD,21215-5625,39.337435,-76.685197,1,0,3,3,1000,196304,1,4,000000000,1,1,201812,9,8,0,1,12,66348880,11005378,0,,
810779404,LIFE DELIVERANCE OUTREACH MINISTRY,% PASTOR ARNETTA THOMAS,5120 CORDELIA AVE,,BALTIMORE,MD,21215-5712,39.344779,-76.680967,1,9386,3,9,7000,198704,4,10,000000000,1,1,,0,0,6,0,12,0,0,0,,TRINITY CONGREGATION OF BALTIMORE
810794203,OPERATION WIN IN LIFE CDC INC,% BOB WASHINGTON,301 N MONROE ST,,BALTIMORE,MD,21223-1604,39.292196,-76.646952,1,0,3,3,1000,198009,1,16,000000000,1,1,201905,0,0,2,0,5,0,0,0,,
810809974,PARENTS FOR CARE INC,,5929 THEODORE AVE,,BALTIMORE,MD,21214-2022,39.35282,-76.549441,1,0,3,3,1200,195904,1,16,000000000,1,1,201812,4,4,1,0,12,456560,109440,68464,O110,
810835683,COMMUNITY BRIDGE BUILDERS INC,% CHRISTOPHER L MAITH SR,PO BOX 66411,,,,,0,0,0,820,3,9,2000,194505,1,16,000000000,1,1,201812,0,0,2,0,12,0,0,0,,6456733 HEARD IN THE HERD
810840577,PTA MARYLAND CONGRESS OF PARENT & TEACHERS INC,,5101 HAZELWOOD AVE,,BALTIMORE,MD,21206-2226,39.341031,-76.521106,1,928,3,9,1700,194603,1,10,059035000,5,1,,0,0,6,0,6,0,0,0,,
810875563,UPLIFTING OUR YOUTH,% JONI HOLIFIELD,6102 FAIRWOOD AVE,,BALTIMORE,MD,21206-2404,39.349351,-76.54313,1,0,3,3,2000,195605,1,16,000000000,1,1,201812,4,4,1,0,12,101015,253766,252504,,
810877455,KESWICK COMMUNITY HEALTH INC,% CARMEL ROQUES,700 W 40TH STREET,,BALTIMORE,MD,21211-2140,39.33807,-76.629576,1,0,4,3,1000,196109,2,0,000000000,1,1,201804,4,3,2,0,4,115221,37080,37080,,
810885041,MERNEL LIFE IMPROVEMENT CLINIC,,8522 STEVENSWOOD RD,,BALTIMORE,MD,21244-2217,39.358124,-76.77854,1,0,3,3,1000,195007,1,15,000000000,1,1,201803,4,4,1,0,3,192490,220688,206368,P58Z,
810889177,IT TAKES ONE INCORPORATED,,1543 TUNLAW RD,,BALTIMORE,MD,21218-2217,39.335101,-76.592281,1,0,4,3,1000,197203,2,0,000000000,1,1,201812,0,0,2,0,12,0,0,0,,
810951494,CHETTY FOUNDATION INC,% DANIEL HEALY,1705 E CHASE ST,,BALTIMORE,MD,21213-3150,39.303063,-76.593857,1,0,3,3,1400,201804,1,16,000000000,1,1,201812,4,4,1,0,12,396127,326972,310611,D20,
810964239,BELVEDERE REAL CARE PROVIDERS NETWORK INC,% MS FLOWERS,2526 N CHARLES ST,,BALTIMORE,MD,21218-4601,39.318845,-76.617441,1,0,4,3,3000,196603,2,0,000000000,1,1,201904,0,0,2,0,4,0,0,0,,
810992186,CANNCON,,206 S PATTERSON PARK AVE,,BALTIMORE,MD,21231-2123,39.288985,-76.584846,1,0,13,3,1000,201307,1,0,000000000,2,1,201812,8,7,1,0,12,31028773,5479593,2026633,Y50,BALTIMORE CEMETERY COMPANY
811021412,ESTHER 4-14 DELIVERANCE & HEALING MINISTRIES INC,% FLOURIA JONES,3519 GELSTON DR,,BALTIMORE,MD,21229-2029,39.297295,-76.676074,1,0,3,3,7000,197407,1,10,000000000,1,1,201812,0,0,6,0,12,0,0,0,,
811052408,PHYSICIANS RESEARCH INSTITUTE INC,% JOSEPH A SCHWARTZ III,1211 CATHEDRAL ST,,BALTIMORE,MD,21201-5516,39.304026,-76.617994,1,0,6,3,2000,197308,2,0,000000000,1,1,201812,5,4,1,0,12,529432,247119,200896,,
811057221,ARCH SOCIAL COMMUNITY NETWORK INC,,2426 PENNSYLVANIA AVE,,BALTIMORE,MD,21217-1722,39.309688,-76.642539,1,973,4,9,3000,194611,1,0,000000000,1,1,201708,0,0,2,0,8,0,0,0,,DEPT OF MARYLAND
811152527,CHARM CITY VOLLEYBALL FOUNDATION INC,,21 N MONTFORD AVE,,BALTIMORE,MD,21224-1051,39.29268,-76.583072,1,0,4,3,1000,200511,2,0,000000000,1,1,201808,0,0,2,0,8,0,0,0,D61,
811172212,NEW TOMRROWS RECOVERY,% BERNARD KENLY,2116 MURA ST,,BALTIMORE,MD,21213-3323,39.305246,-76.587511,1,787,5,9,3000,194502,2,0,000000000,5,1,201806,7,7,1,0,6,9322002,6971354,6971354,,0340 BALTIMORE TEACHERS UNION
811225063,THE MALIAN ASSOCIATION OF BALTIMORE INCORPORATED,,2817 RUECKERT AVE,,BALTIMORE,MD,21214-2506,39.34877,-76.56713,1,0,3,3,1000,197810,1,17,000000000,2,1,201812,6,3,2,0,12,1270810,43154,43154,,
811249340,ABUNDANT FAITH CHURCH INC,,1120 W LOMBARD ST,,BALTIMORE,MD,21223-2635,39.286835,-76.635818,1,0,3,3,7000,196011,1,10,000000000,1,1,,0,0,6,0,6,0,0,0,,
811288054,CITYFAM,% ROB KOWALSKI,101 N HAVEN ST STE 301,,BALTIMORE,MD,21224-1634,39.294276,-76.562474,1,0,3,3,7000,196706,1,10,000000000,1,1,,0,0,6,0,12,0,0,0,,
811311129,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORADO PEOPLE,% NAZAR Z SCOTT,4805 MOUNT HOPE DR,,BALTIMORE,MD,21215-3206,39.344527,-76.709393,1,945,3,9,2800,194605,1,16,430059480,5,1,201812,4,3,2,0,12,173400,47443,47443,U33C,MARYLAND SECTION
811347009,HAMILTON HILLS NEIGHBORHOOD ASSOCIATION,% TREASURER,5807 HARFORD RD,,BALTIMORE,MD,21214-1848,39.355347,-76.558131,1,0,3,3,1000,196401,1,16,000000000,1,1,201806,4,4,2,0,6,307583,101509,0,A20Z,
811370092,NINTH DISTRICT HEALTH COMMITTEE,,1801 GLEN KEITH BLVD,,BALTIMORE,MD,21234-5100,39.385586,-76.571037,1,0,3,3,1000,193812,1,4,000000000,1,1,201812,8,6,0,1,12,10577758,3645841,0,,
811370963,FRIENDSHIP OUTREACH FOUNDATION INC,,1409 WALKER AVE,,BALTIMORE,MD,21239-1706,39.370313,-76.585882,1,160,5,9,3000,195904,2,0,000000000,5,1,201812,4,5,1,0,12,323112,637495,637495,,L0964 BALTIMORE FIRE OFFICERS ASSOC
811371759,NORTH AVE COMMUNITY DEVELOPMENT CORPORATION,% JULIAN RIVERA,1630 W NORTH AVE,,BALTIMORE,MD,21217-1736,39.310246,-76.644049,1,0,3,3,7000,196210,1,15,000000000,1,1,,0,0,13,0,6,0,0,0,,
811379772,MCMANUS KAUFFMAN FAMILY FOUNDATION INC,% IAN KAUFFMAN,36 S CHARLES STREET,,BALTIMORE,MD,21201-3020,39.28804,-76.615528,1,1288,3,9,2800,196608,1,16,000000000,5,1,201906,0,0,2,0,6,0,0,0,B83Z,15 PI CHAPTER
811430526,K I S S INC,% MARAY BRANDON,5029 TRUESDALE AVE,,BALTIMORE,MD,21206-6135,39.318879,-76.545399,1,0,3,3,1000,198206,1,16,000000000,5,1,201812,6,4,1,0,12,1596966,439053,376177,,
811430826,ABBA HAVEN COMMUNITY INC,% ANGELA BUTLER,257 WAXTER WAY,,BALTIMORE,MD,21217-4142,39.304061,-76.62431,1,0,4,3,3000,197607,1,0,000000000,1,1,201812,6,4,1,0,12,2176554,237128,236899,,
811451654,TECHNOLOGY AWARENESS GROUP OF BALTIMORE INC,% MOSHE M HERZOG,125 SLADE AVENUE SUITE 200,,BALTIMORE,MD,21208-4907,39.367293,-76.719856,1,5702,3,6,1000,201103,1,16,000000000,1,1,201804,6,5,1,0,4,3487808,521867,276267,D033,
811457448,INTERNATIONAL SOCIETY FOR THIRD SECTOR RESEARCH INC,% MARGERY DANIELS,5801 SMITH AVENUE MCAULEY HALL,,BALTIMORE,MD,21209-3652,39.370048,-76.654471,1,0,3,3,7000,196507,1,10,000000000,1,1,,0,0,6,0,12,0,0,0,,
811507106,PEELE-A-ROUND SERVICES INC,% WANDA PEELE,3904 1/2 BOARMAN AVE,,BALTIMORE,MD,21215-5429,39.3346,-76.681376,0.9,0,3,3,1000,196108,1,4,000000000,1,1,201808,6,5,0,1,8,1725588,686840,0,,
811512526,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,% NAZAR Z SCOTT,4805 MOUNT HOPE DR,,BALTIMORE,MD,21215-3206,39.344527,-76.709393,1,1016,4,9,3000,194710,1,0,430059480,5,1,201812,0,0,2,0,12,0,0,0,,MARYLAND REGION
811525863,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,% NAZAR Z SCOTT,4805 MOUNT HOPE DR,,BALTIMORE,MD,21215-3206,39.344527,-76.709393,1,0,3,3,1000,197508,1,4,430059480,1,1,201812,5,4,0,1,12,837763,327520,0,,
811544573,EMPOWERING OUR COMMUNITY INC,,3230 ELLERSLIE AVE,,BALTIMORE,MD,21218-3501,39.327908,-76.603884,1,1321,3,9,2000,195904,1,16,000000000,1,1,201904,0,0,2,0,4,0,0,0,,DUNDALK
811553291,BRIDGE MARYLAND,,3200 GARRISON BLVD,,BALTIMORE,MD,21216-1337,39.324356,-76.68213,1,320,5,9,3000,194504,2,0,000000000,5,1,201812,4,3,1,0,12,146678,78225,78225,,888 TCWH
811571243,NICHOLAS TSAKALOS FAMILY FOUNDATION INC,% JONATHAN D EISNER,6225 SMITH AVE,,BALTIMORE,MD,21209-3626,39.374203,-76.656045,1,0,9,2,1000,195504,2,0,000000000,2,1,201809,8,8,1,0,9,28259568,44400612,16424127,,
811575401,QUODLIBET ENSEMBLE INC,% KATHERINE HYUN,3933 KESWICK RD,,BALTIMORE,MD,21211-2227,39.33643,-76.628073,1,0,3,3,1200,195502,1,4,000000000,1,1,201803,8,8,0,1,3,29675348,16282362,0,,
811693278,GRACECITY CHURCH INC,,3701 BANK ST STE C,,BALTIMORE,MD,21224-2504,39.287425,-76.565979,1,0,3,3,7000,195904,1,10,000000000,1,1,,0,2,6,0,12,0,0,0,,
811697759,ALPHA ALPHA SIGMA COMMUNITY EMPOWERMENT FOUNDATION,,710 DORCHESTER RD,,BALTIMORE,MD,21229-4400,39.270637,-76.693712,1,0,3,3,1000,199611,1,12,000000000,1,1,201806,9,9,1,0,6,625534771,538014630,516124793,E220,
811714758,FOUNDATION OF LUV INC,% KEVIN WATKINS,6305 BELAIR RD STE 2,,BALTIMORE,MD,21206-1817,39.351229,-76.534568,1,0,3,3,7000,199209,1,10,000000000,1,1,,0,0,6,0,12,0,0,0,,
811727629,UNITED AFRICAN COLLEGIATE,% NICOLAS ELEDAN,1200 S CONKLING ST APT 220,,BALTIMORE,MD,21224-5296,39.278972,-76.567128,1,0,3,3,1000,196504,1,4,000000000,1,1,201812,1,1,0,1,12,1,1,0,,
811771777,SANKOFA CHILDRENS MUSEUM OF AFRICAN CULTURES,% ESTHER ARMSTRONG,4330 PIMLICO RD,,BALTIMORE,MD,21215-6986,39.339679,-76.665087,1,0,3,3,1000,197903,1,16,000000000,1,1,201812,3,3,2,0,12,57768,49601,13004,,
811802434,KEREN HAYESOD,% LEVI NEJAR,6700 PARK HEIGHTS AVE,,BALTIMORE,MD,21215-2492,39.362277,-76.700274,1,0,3,3,1000,196411,1,17,000000000,1,1,201812,3,2,2,0,12,82040,16901,16901,,
811830920,DANCE FOUNDATION OF MARYLAND INC,% ANGELICA DANIELE,3600 CLIPPER MILL RD STE 108,,BALTIMORE,MD,21211-1950,39.330727,-76.642527,1,0,3,3,7000,193809,1,10,000000000,1,1,,0,0,6,0,8,0,0,0,,
811838494,BALTIMORE SHAKESPEARE FACTORY INC,% TOM DELISE,PO BOX 5639,,,,,0,0,0,820,3,9,2000,194505,1,16,000000000,1,1,201812,0,0,2,0,12,0,0,0,,6627476 LIFEBRIDGE HEALTH TOASTMAST
811869757,CHRISTOPHER PLACE ALUMNI ASSOCIATION INC,% JOHN BROWN,3541 OLD YORK RD,,BALTIMORE,MD,21218-2559,39.332152,-76.607648,1,0,7,3,1000,196004,2,0,000000000,1,1,201812,0,0,2,0,12,0,0,0,,
811874876,BLACK VEGETARIAN SOCIETY OF MARYLAND,% NAIJHA WRIGHT,840 N EUTAW ST STE 2,,BALTIMORE,MD,21201-4624,39.300133,-76.621799,1,0,4,3,1000,194406,2,0,000000000,1,1,201712,0,0,2,0,12,0,0,0,,
811907607,SISTERS WITH A PLAN INCORPORATION,,3102 CEDARHURST RD,,BALTIMORE,MD,21214-3235,39.342648,-76.567909,1,0,3,3,1000,196404,1,4,000000000,2,1,201812,8,8,0,1,12,28954601,14556194,0,,
811915674,BLACK YOGA TEACHERS ALLIANCE,,3400 ROSEDALE RD,,BALTIMORE,MD,21215-7446,39.323664,-76.667583,1,0,6,3,1000,194207,2,0,000000000,1,1,201906,0,0,2,0,6,0,0,0,,BALTIMORE INC
811916220,MOMS AS ENTREPRENEURS,,6905 YORK RD,,BALTIMORE,MD,21212-1510,39.378591,-76.608073,1,0,4,3,3000,201903,2,0,000000000,5,1,201712,4,3,1,0,12,107302,57799,57799,D60,
811977340,MY FATHERS PLAN INC,,516 BRUNSWICK ST,,BALTIMORE,MD,21223-2747,39.278781,-76.659344,1,0,4,3,1000,195411,2,0,000000000,1,1,201904,0,0,2,0,4,0,0,0,,
811993553,FULL GOSPEL OF CHRIST FELLOWSHIP INC,% DR RAPHAEL HAPPY,PO BOX 18833,,,,,0,0,0,820,3,9,2000,194505,1,16,001000000,1,1,,0,0,2,0,12,0,0,0,,7224183 MDOT MARYLAND TRANSIT ADMIN
812023692,ICLIMB ED INC,% KEITA WELLS,1310 STONEWOOD RD,,BALTIMORE,MD,21239-3901,39.349193,-76.596028,1,0,3,3,1000,195808,1,4,000000000,1,1,201812,4,4,0,1,12,421771,434804,0,,
812042025,THE OG CENTER,,7301 BELAIR RD,,BALTIMORE,MD,21206-1131,39.360094,-76.524243,1,0,4,3,1000,195003,2,0,000000000,1,1,201712,5,4,1,0,12,695441,289193,289193,,
812102433,UNITED URBAN ROOTS,,3601 SEQUOIA AVE,,BALTIMORE,MD,21215-7141,39.330199,-76.674467,1,0,6,3,1000,195312,2,0,000000000,5,1,201812,0,0,2,0,12,0,0,0,,
812145075,JAMES LOUISE GROUP INC,% RAYMOND A TUBMAN,1 E CHASE STREET,,BALTIMORE,MD,21202-2526,39.302126,-76.615522,1,2583,3,9,1000,197403,1,16,000000000,5,1,,0,0,2,0,6,0,0,0,,BALTIMORE CHAPTER
812161743,HOWARD PARK CIVIC ECONOMIC DEVELOPMENT CORPORATION,% PRESTON C GREENE,5518 NORWOOD AVE,,BALTIMORE,MD,21207-6765,39.327143,-76.709247,1,1495,19,9,1000,196008,1,0,000000000,5,1,201904,0,0,2,0,4,0,0,0,,DEPT OF MARYLAND
812163151,COMMUNITY OUTREACH MINISTRY,% COMMUNITY OUTREACH MINISTRY,2616 RIDGELY ST,,BALTIMORE,MD,21230-3050,39.261654,-76.646076,1,386,5,9,3000,194104,2,0,000000000,5,1,201803,5,4,1,0,3,529705,230029,230029,,19 BALTIMORE
812248640,NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE,% NAZAR Z SCOTT,4805 MOUNT HOPE DR,,BALTIMORE,MD,21215-3206,39.344527,-76.709393,1,0,3,3,1000,196304,1,4,430059480,1,1,201812,3,3,0,1,12,90017,57941,0,,
812284217,WHOLE TEACHER NONPROFIT INC,% JENNA SHAW,2804 SAINT PAUL STREET,,BALTIMORE,MD,21218-4391,39.322182,-76.616115,1,0,7,3,1000,194501,2,0,000000000,1,1,201812,3,4,1,0,12,94000,105106,40004,,
812315482,SHARING LOVE OUTREACH CENTER INC,,5677 ARNHEM RD,,BALTIMORE,MD,21206-2924,39.335015,-76.525598,1,0,3,3,1000,195707,1,17,000000000,1,1,201806,6,4,1,0,6,2288880,351696,216022,S80Z,
812365708,BLACK MALE YOGA INITIATIVE,,PO BOX 26231,,,,,0,0,0,820,3,9,2000,194505,1,16,000000000,5,1,,0,0,2,0,12,0,0,0,,7352065 MHBE
812384995,TRANSFORM A NATION INC,,3806 MIDHEIGHTS RD,,BALTIMORE,MD,21215-2724,39.359393,-76.701681,1,0,7,3,1000,194412,2,0,000000000,1,1,201907,0,0,2,0,7,0,0,0,,
